authors,year,title,category,time_series,reasoning,verdict
Manyol et al.,2022,Preprocessing Approach for Power Transformer Maintenance Data Mining Based on k -Nearest Neighbor Completion and Principal Component Analysis,D,NO,Engineering preprocessing approach using KNN imputation and PCA for transformer maintenance without addressing deep learning statistical inference theory.,SKIP
Guo et al.,2021,Predicting mortality among patients with liver cirrhosis in electronic health records with machine learning,D,NO,"Clinical EHR study predicting cirrhosis mortality using deep neural networks, employing multiple imputation solely as a routine baseline preprocessing step.",SKIP
Kim et al.,2021,Predicting wind flow around buildings using deep learning,D,NO,Imputes missing spatial wind velocity measurements using GAIN and MICE for building aerodynamics without examining statistical missing data theory.,SKIP
Belaghi et al.,2021,Prediction of preterm birth in nulliparous women using logistic regression and machine learning,D,NO,Epidemiological cohort study predicting preterm birth using machine learning that does not address deep learning imputation theory.,SKIP
Lima & Delen,2020,Predicting and explaining corruption across countries: A machine learning approach,D,NO,Empirical machine learning study predicting corruption perception indices that does not cover missing data imputation theory or DL statistical validity.,SKIP
Azadeh et al.,2013,Optimum estimation of missing values in randomized complete block design by genetic algorithm,D,NO,Focuses on genetic algorithm and ANN point estimation for experimental block designs without connecting to deep learning statistical inference theory.,SKIP
Liu et al.,2023,"Quality control, data cleaning, imputation",B,NO,"This chapter substantively reviews the statistical validity of machine learning and neural network imputation methods, discussing Rubin's rules, proper imputation, and missingness mechanisms (MAR/MNAR) without presenting new mathematical proofs.",REVIEW
Rajora et al.,2026,Refining Open-Source Asset Management Tools: AI-Driven Innovations for Enhanced Reliability and Resilience of Power Systems,C,NO,The paper applies MICE and GAN-based imputation as a practical data preprocessing step for power system asset management without examining the statistical connection between deep learning and Rubin's inference framework.,SKIP
Wang et al.,2026,Research on Multi-dimensional Feature Fusion Model for Osteoporosis Risk Assessment Based on Deep Learning,C,NO,"The study uses MICE as a standard preprocessing routine prior to multimodal deep learning for osteoporosis risk assessment, making no theoretical contribution to deep learning statistical validity.",SKIP
Prajesh et al.,2026,Robust and cyber-resilient attention-enhanced deep learning framework for electricity price forecasting under false data injection attacks,C,YES,"Missing value treatment is included as an initial preprocessing step for deep learning electricity price forecasting under cyber attacks, with no theoretical analysis of imputation inference.",SKIP
Xiong et al.,2025,Probabilistic indirect models for undrained shear strength: addressing significant data missing and variability with advanced imputation and machine learning techniques,C,NO,The paper empirically compares standard imputation techniques like MICE and MissForest as data cleaning steps for geotechnical machine learning models without theoretically bridging deep learning to Rubin's framework.,SKIP
Feng et al.,2025,Probabilistic time-dependent corrosion wastage model for offshore platforms using stepwise Bayesian inference,C,YES,The paper applies a reverse diffusion model for denoising and HMC Bayesian inference for offshore structural corrosion parameters without connecting deep learning imputation to Rubin's statistical missing data framework.,SKIP
Yang et al.,2025,Product Life Cycle Assessment Method Based on Incomplete Information Imputation,C,NO,"The paper uses neural networks and multiple imputation as practical data completion tools for life cycle assessment of mechanical components, without theoretical missing data analysis.",SKIP
Gao et al.,2025,Reliable imputation of incomplete crash data for predicting driver injury severity,C,NO,"The paper proposes a Transformer-GNN architecture for crash data imputation and cites MICE as background, focusing on downstream predictive accuracy rather than formal statistical validity.",SKIP
Yu et al.,2025,Research on Missing Data Estimation Method for UPFC Submodules Based on Bayesian Multiple Imputation and Support Vector Machines,C,YES,"The paper combines Bayesian multiple imputation with SVM for power system monitoring data, mentioning deep learning models only as empirical baselines rather than establishing a theoretical statistical bridge.",SKIP
Zhou et al.,2025,Risk factors for postoperative respiratory failure in patients undergoing cardiovascular surgery and construction of a prediction model,C,NO,The paper uses multiple imputation as a standard data cleaning technique prior to feature selection and machine learning modeling for surgical risk prediction.,SKIP
Zhou et al.,2024,Probabilistic neural network based visual data mining for the healthcare sector,C,NO,"The paper presents an analytics suite for healthcare data mining that mentions multiple imputation only as background, offering no theoretical bridge between deep learning and Rubin's rules.",SKIP
Zhao et al.,2024,Production prediction methods for fractured shale oil wells,C,YES,"Multiple imputation is used for outlier detection and missing data expansion prior to training a neural network for oil production prediction, without theoretical statistical analysis.",SKIP
Zhou et al.,2024,Rear-end Crash Data Imputation Methods Using Generative Adversarial Networks,C,NO,The paper applies GAIN to traffic crash data imputation and compares it empirically against MICE and MissForest based on downstream predictive accuracy without examining statistical validity theory.,SKIP
Suh et al.,2024,Repurchase Prediction Using Survival Ensembles in CRM Systems for Home Appliance Business,C,YES,"Multiple imputation is employed solely as a data preprocessing step prior to survival analysis deep learning models, with no discussion of formal statistical validity.",SKIP
Godet et al.,2024,Risk factors for emergency surgery for diverticulitis: A retrospective multicentric French study at 41 hospitals,C,NO,The paper applies MICE as a standard statistical preprocessing method for missing clinical covariates in a retrospective medical cohort study.,SKIP
Yang et al.,2023,Propensity score analysis with missing data using a multi-task neural network,C,NO,"The paper introduces a multi-task neural network for propensity score estimation and missing value filling under MCAR, MAR, and MNAR scenarios, focusing on empirical causal effect estimation rather than theoretical statistical validity.",SKIP
Basakin et al.,2023,Providing a comprehensive understanding of missing data imputation processes in evapotranspiration-related research: a systematic literature review,C,YES,"The paper is a systematic literature review on evapotranspiration missing data imputation that surveys classical and deep learning methods, mentioning statistical missingness assumptions only as background.",SKIP
Zhao et al.,2023,Revisiting Structured Variational Autoencoders,C,YES,"The paper revisits structured variational autoencoders for sequential data and approximate posterior inference with missing data, focusing on implementation efficiency rather than Rubin's statistical framework.",SKIP
Lu et al.,2023,Robust and Scalable Gaussian Process Regression and Its Applications,C,NO,"The paper develops a scalable Gaussian process regression model via variational learning for handling outliers and missing values, focusing on machine learning optimization rather than Rubin's missing data framework.",SKIP
Du et al.,2023,SAITS: Self-attention-based imputation for time series,C,YES,"The paper proposes a self-attention deep learning model for time series imputation, mentioning missingness mechanisms only as background without establishing a theoretical link to Rubin's framework.",SKIP
ACML et al.,2022,"Proceedings of the 14th Asian Conference on Machine Learning, ACML 2022",C,NO,"This conference proceedings volume lists papers on various machine learning topics, including a study on neural network Gaussian processes for imputation, but as a volume does not constitute a dedicated formal paper on Rubin's framework.",SKIP
Espinosa et al.,2021,Rainfall trends over a North Atlantic small island in the period 1937/1938-2016/2017 and an early climate teleconnection,C,YES,The study uses MICE as a standard preprocessing method to fill gaps in daily rainfall time series before conducting climate trend analysis.,SKIP
Xu et al.,2021,Research on Missing Data Imputation Based on Conditional Variational Autoencoder,C,NO,"The paper presents a Conditional Variational Autoencoder model for generating multiple imputations through latent space sampling, evaluating it purely empirically without formal statistical proofs.",SKIP
Chen et al.,2019,Research on Data Interpolation Model with Missing Data for Intelligent Greenhouse Control,C,YES,"The paper proposes a fuzzy neural network model for greenhouse temperature interpolation, mentioning posterior distribution estimation only as background.",SKIP
Gu et al.,2017,Research on Inventory Forecasting Based on BP Neural network,C,YES,Multiple imputation is used as a preprocessing step to generate complete samples for BP neural network inventory forecasting without theoretical statistical discussion.,SKIP
Nishanth et al.,2016,Probabilistic neural network based categorical data imputation,C,NO,"The paper introduces a Probabilistic Neural Network model for categorical data imputation and compares it empirically against statistical baselines, without addressing Rubin's formal validity framework.",SKIP
Gheyas et al.,2009,Reconstruction of Cross-Sectional Missing Data Using Neural Networks,C,NO,The paper proposes a Generalized Regression Neural Network imputation method and evaluates it empirically against traditional MI algorithms without establishing a formal statistical proof or validity analysis.,SKIP
Zhou et al.,2026,Reinforcement learning and neural network-driven student psychological crisis intervention strategy,D,NO,"The study focuses on neural network and reinforcement learning models for student psychological crisis intervention, addressing missing data only through routine validation.",SKIP
Simon et al.,2025,"Secondary Prevention of AFAIS: Deploying Traditional Regression, Machine Learning, and Deep Learning Models to Validate and Update CHA2DS2-VASc for 90-Day Recurrence",D,NO,The paper focuses on clinical risk prediction rules using deep learning and machine learning without addressing missing data theory or deep learning imputation framework bridges.,SKIP
IEEE et al.,2023,"Proceedings - 2023 IEEE 6th International Conference on Industrial Cyber-Physical Systems, ICPS 2023",D,NO,This entry is an entire conference proceedings volume containing diverse industrial papers without a main focus on deep learning imputation inference theory.,SKIP
Saha et al.,2026,Spectrally normalised Wasserstein generative adversarial imputation framework for multi-modal SHM data recovery in digital-twin systems,B,YES,"Substantively incorporates Rubin's rules and Monte Carlo dropout into a GAN architecture to quantify predictive uncertainty in time-series data, focusing on empirical validation rather than formal proofs.",REVIEW
Lall & Robinson,2022,The MIDAS Touch: Accurate and Scalable Missing-Data Imputation with Deep Learning,B,NO,"Substantively discusses proper imputation and statistical validity of deep learning within Rubin's multiple imputation framework, relying on empirical social science evaluations rather than formal mathematical proofs.",REVIEW
Villines et al.,2026,The ASIA Data Science Challenge: Predicting Functional and Neurological Recovery from Acute ISNCSCI Scores,C,NO,Mentions multiple imputation as a data preprocessing technique in a Kaggle clinical recovery challenge without analyzing theoretical statistical validity.,SKIP
Han et al.,2025,SMART: Structured Missingness Analysis and Reconstruction Technique for credit scoring,C,NO,"Combines rSVD and GAIN for credit scoring data preprocessing, mentioning missing data literature as background without evaluating statistical inference validity.",SKIP
Kwak et al.,2025,Statistical Approach for the Imputation of Long-Term Seawater Data Around the Korean Peninsula from 1966 to 2021,C,YES,Applies statistical multiple imputation and seasonal-trend decomposition to oceanographic time series data without exploring deep learning statistical validity theory.,SKIP
Wu et al.,2025,Study on Regression Prediction of Blood Glucose Levels Based on RFA-CNN Model,C,NO,Uses multiple imputation during data preprocessing before applying a hybrid Random Forest and CNN model for blood glucose prediction.,SKIP
Tarle et al.,2025,The Missing Data Imputation Method for Medical Data Classification Using Most Probable Value,C,NO,Proposes a domain-based imputation heuristic to augment training samples for fuzzy neural networks without analyzing statistical inference validity.,SKIP
Zhuang et al.,2024,Short-Term Irradiance Prediction Based on Transformer with Inverted Functional Area Structure,C,YES,Mentions multiple imputation as part of a feature preprocessing pipeline prior to transformer-based solar irradiance forecasting.,SKIP
Pereira et al.,2024,Siamese Autoencoder Architecture for the Imputation of Data Missing Not at Random,C,NO,"Proposes a siamese autoencoder architecture for missing not at random (MNAR) tabular healthcare data, focusing on empirical performance rather than formal statistical proofs.",SKIP
Kitova et al.,2024,Stroke Dataset Modeling: Comparative Study of Machine Learning Classification Methods,C,NO,Reviews stroke prediction studies where multiple imputation is used as a data preprocessing technique prior to classification.,SKIP
Hua et al.,2024,The impact of data imputation on air quality prediction problem,C,YES,Provides an empirical benchmark comparing deep learning and statistical imputation models on air quality time series without examining theoretical statistical validity.,SKIP
Bashir et al.,2024,Time Series Reconstruction With Feature-Driven Imputation: A Comparison of Base Learning Algorithms,C,YES,"Evaluates machine learning base learners under MCAR, MAR, and MNAR missingness patterns on soil gas time series without theoretical inference analysis.",SKIP
Fan et al.,2023,Spatio-Temporal Denoising Graph Autoencoders with Data Augmentation for Photovoltaic Data Imputation,C,YES,Proposes a spatiotemporal denoising graph autoencoder for photovoltaic power time series imputation without addressing statistical validity theory.,SKIP
Chang et al.,2023,Time-aware neural ordinary differential equations for incomplete time series modeling,C,YES,"Introduces a continuous neural ODE framework for incomplete time series modeling, mentioning posterior distribution learning without connecting to Rubin's inference framework.",SKIP
Lee et al.,2022,Semi-GAN: An Improved GAN-Based Missing Data Imputation Method for the Semiconductor Industry,C,YES,Presents an empirical GAN imputation framework for semiconductor sensor data without analyzing theoretical statistical validity.,SKIP
Tu et al.,2022,Supervising the Decoder of Variational Autoencoders to Improve Scientific Utility,C,YES,Addresses encoder representation bias in supervised VAEs and applies it to missing data in electrophysiological recordings without connecting to Rubin's framework.,SKIP
van Amsterdam et al.,2022,The Association between Muscle Quantity and Overall Survival Depends on Muscle Radiodensity: A Cohort Study in Non-Small-Cell Lung Cancer Patients,C,NO,Uses deep learning for CT image segmentation and standard multiple imputation for clinical covariate missingness in a cohort survival study.,SKIP
Chakraborty et al.,2021,Sequential Data Imputation with Evolving Generative Adversarial Networks,C,YES,Develops a transfer learning GAN architecture for sequential dataset imputation without addressing statistical missing data theory.,SKIP
Mostafa et al.,2021,Statistical Machine Learning Approaches to Liver Disease Prediction,C,NO,Applies MICE for missing value preprocessing before training artificial neural networks and decision trees for liver disease prediction.,SKIP
Paul et al.,2021,Swarm Intelligence-Based Feature Selection and ANFIS Model Parameter Optimization for ASCV Risk Prediction and Classification,C,NO,Employs Gaussian copula multiple imputation as a preprocessing step prior to neuro-fuzzy clinical risk prediction.,SKIP
Jiang et al.,2021,The Application of Data Imputation and Deep Learning Network in the Papillary Thyroid Carcinoma Classification,C,NO,Combines multiple imputation for clinical features with deep transfer learning for ultrasound image classification without theoretical missing data analysis.,SKIP
Sano,2020,Synthetic Data by Principal Component Analysis,C,NO,Mentions multiple imputation in passing when contrasting PCA and neural network synthetic data generation for statistical disclosure control.,SKIP
Jordanov et al.,2016,Supervised Radar Signal Classification,C,YES,Applies statistical multiple imputation as a preprocessing step prior to radar signal classification without discussing deep learning statistical validity theory.,SKIP
Silva-Ramíreza et al.,2015,Single imputation with multilayer perceptron and multiple imputation combining multilayer perceptron and k-nearest neighbours for monotone patterns,C,NO,Proposes a heuristic combination of multilayer perceptrons and k-nearest neighbors for monotone missing data without evaluating statistical inference validity.,SKIP
Jordanov et al.,2014,Sets with Incomplete and Missing Data - NN Radar Signal Classification,C,YES,Uses standard multiple imputation software to preprocess incomplete radar signal data before neural network training.,SKIP
Rezende et al.,2014,Stochastic Backpropagation and Approximate Inference in Deep Generative Models,C,NO,"Introduces variational inference for deep generative models and demonstrates missing data imputation as approximate posterior sampling, but does not connect to Rubin's missing data framework.",SKIP
Xie & Ding,2013,Statistical Issues on Optimization for Software Metric Models with Missing Data,C,NO,Analyzes parameter selection in k-nearest neighbors multiple imputation for software engineering metrics without addressing deep learning imputation.,SKIP
Fernandes et al.,2009,Stratification Methodologies for Neural Networks Models of Survival,C,NO,Applies multiple imputation to clinical data prior to fitting a neural network survival model.,SKIP
Khoshgoftaar et al.,2007,The multiple imputation quantitative noise corrector,C,NO,Adapts statistical multiple imputation for noise detection in continuous data mining without bridging deep learning to missing data inference theory.,SKIP
Clark et al.,2003,Survival analysis part IV: Further concepts and methods in survival analysis,C,NO,Provides an educational tutorial on survival analysis that briefly mentions multiple imputation and neural networks as separate methodology topics.,SKIP
Lim et al.,2025,Unsupervised Imputation of Non-Ignorably Missing Data Using Importance-Weighted Autoencoders,A,NO,"Provides a formal mathematical treatment of Variational Autoencoders for missing data (NIMIWAE), proving how the architecture samples from the posterior predictive distribution P(X_mis | X_obs) under MAR and MNAR mechanisms for proper multiple imputation.",REVIEW
Zhao et al.,2026,Time-Series Missing Data Generation Based on Multiple Imputation and GAN Network,C,YES,"Proposes MIGGAN (Multiple Gated GAN) for time-series missing data generation in industrial machinery, using multiple imputation concepts as background motivation for empirical GAN data generation.",SKIP
Kline et al.,2025,Using item response theory as a methodology to impute categorical missing values,C,NO,"Proposes an Item Response Theory categorical imputation framework and benchmarks it against deep learning (DataWig) and MICE under MAR/MCAR, but references these missingness frameworks only as background benchmarking context.",SKIP
Theocharopoulos et al.,2025,Transforming Medical Practice: Harnessing the Power of Big Data and Machine Learning for Predictive Precision Medicine,C,YES,"Applies MICE imputation to missing electronic health record data prior to training deep learning ensemble models, referencing multiple imputation solely as a background preprocessing step.",SKIP
Lee et al.,2024,Weighted Average Ensemble-Based PV Forecasting in a Limited Environment with Missing Data of PV Power,C,YES,"Combines standard MICE, KNN, and GAIN imputation baselines in a weighted ensemble for PV forecasting, mentioning multiple imputation only as a background method.",SKIP
Okere et al.,2024,UBCS at IDPP: Predicting Patient Self-Assessment Score from Sensor Data using Machine Learning Algorithms,C,YES,"Uses autoencoders and multiple imputation techniques as preprocessing tools to predict ALS rating scores from sensor data, referencing multiple imputation solely as background data preparation.",SKIP
Samal et al.,2024,Utilizing Deep Learning techniques for a multi-objective pollution forecasting model to enhance smart city sustainability,C,YES,"Integrates spatial attribute multiple imputation with a MIMO Bidirectional LSTM for air pollution forecasting, utilizing multiple imputation strictly as an applied data preparation tool.",SKIP
Bouvarel et al.,2023,Updating mortality risk estimation in intensive care units from high-dimensional electronic health records with incomplete data,C,YES,"Evaluates ICU mortality risk predictions using MICE multiple imputation alongside complete-case analysis and neural networks, treating multiple imputation purely as background data cleaning.",SKIP
Yang et al.,2023,Ultra Data-Oriented Parallel Fractional Hot-Deck Imputation With Efficient Linearized Variance Estimation,C,NO,"Advances classical statistical fractional hot-deck imputation (UP-FHDI) with parallel variance estimation, evaluating its downstream impact on deep learning models without theoretical modeling of DL imputation architectures.",SKIP
Mulyadi et al.,2022,Uncertainty-Aware Variational-Recurrent Imputation Network for Clinical Time Series,C,YES,"Proposes a deep generative variational-recurrent imputation network that leverages missing value uncertainty as a fidelity score for clinical time series, focusing on empirical prediction accuracy rather than formal statistical proofs.",SKIP
Noor et al.,2022,Water Level Forecasting Using Spatiotemporal Attention-Based Long Short-Term Memory Network,C,YES,"Applies MICE to impute missing river gauge data before training spatiotemporal attention LSTM models, citing multiple imputation solely as a background preprocessing step.",SKIP
Kim et al.,2021,Wind-induced pressure prediction on tall buildings using generative adversarial imputation network,C,YES,"Evaluates GAIN for predicting missing wind pressure sensor data on tall buildings and benchmarks it against MICE, referencing multiple imputation solely as a baseline comparison model.",SKIP
Kirchmeyer et al.,2021,Unsupervised domain adaptation with non-stochastic missing data,C,NO,"Derives domain adaptation bounds for generative imputation with non-stochastic missing target features, focusing on PAC learning bounds rather than Rubin's missing data inference framework.",SKIP
Shang et al.,2017,VIGAN: Missing view imputation with generative adversarial networks,C,NO,"Develops VIGAN for missing multi-view data imputation, mentioning classic multiple imputation only in background literature to highlight its limitations on unobserved views.",SKIP
Ünal et al.,2014,Verification bias on sensitivity and specificity measurements in diagnostic medicine: a comparison of some approaches used for correction,C,NO,"Compares neural networks, multiple imputation, and statistical formulas for correcting verification bias under MAR/MNAR, citing statistical missingness frameworks as background methodology.",SKIP
Wang et al.,2026,"Uncertainty-aware, high-precision multi-step prediction of structural health monitoring sensor streams under extreme typhoon events: an enhanced Bayesian dynamic linear model leveraging the kernel regression basis function for severe environmental adaptation",D,YES,Develops a Bayesian dynamic linear model with kernel regression (KR-BDLM) for sensor stream prediction without addressing deep learning statistical missing data inference theory.,SKIP
Eid et al.,2025,Using Optimization Algorithms for Effective Missing-Data Imputation: A Case Study of Tabular Data Derived from Video Surveillance,D,NO,Uses metaheuristic optimization algorithms (Whale Optimization Algorithm) for feature selection in tabular data imputation without addressing deep learning statistical inference theory.,SKIP
Gan et al.,2025,Using neural networks for imputing missing values in insurance data,D,NO,"Applies GAN-based neural networks to impute insurance data, evaluating empirical prediction performance without examining statistical missing data inference theory.",SKIP
Li et al.,2025,Toward Efficient Traffic State Imputation From Sparse Observations on Road Network Scale: A Spatial-Temporal Query Matching Approach,D,YES,"Proposes an attention-based spatial-temporal query matching method (STQM) for traffic state field reconstruction, focusing on empirical prediction accuracy rather than statistical missing data theory.",SKIP
Talukder et al.,2025,XAI-HD: an explainable artificial intelligence framework for heart disease detection,D,NO,"Introduces an explainable AI framework for heart disease detection, treating missing data imputation merely as a standard data preprocessing step.",SKIP
Zhang et al.,2024,"Two-stage nonparametric framework for missing data imputation, uncertainty quantification, and incorporation in system identification",D,YES,"Presents a nonparametric statistical framework for missing data imputation and uncertainty quantification in system identification, operating outside deep learning architecture theory.",SKIP
Mamiya et al.,2015,Towards probabilistic decision support in public health practice: Predicting recent transmission of tuberculosis from patient attributes,D,NO,"Fits a logistic regression model for public health tuberculosis transmission prediction, using standard statistical missing data handling without addressing deep learning inference theory.",SKIP
